"book","chapter","verse","edition","text" 
"2Cr","5","06","3.03","[θαρρέω@vppanmp οὖν@cc πάντοτε@b καί@cc οἶδα@vpxanmp ὅτι@cs] ἐνδημέω@vppanmp ἐν@pd ὁ@ddns σῶμα@ndnsc ἐκδημέω@vipa1p ἀπό@pg ὁ@dgms κύριος@ngmsc" 
"2Cr","5","08","3.03","[θαρρέω@vipa1p δέ@cc καί@cc] εὐδοκέω@vipa1p ἐκδημέω@vnaa ἐκ@pg ὁ@dgns σῶμα@ngnsc καί@cc ἐνδημέω@vnaa πρός@pa ὁ@dams κύριος@namsc" 
"2Cr","5","10","3.03","ὁ@damp γάρ@cc πᾶς@aiampn ἐγώ@rpa-p φανερόω@vnap δεῖ@vipa3s ἔμπροσθεν@pg ὁ@dgns βῆμα@ngnsc ὁ@dgms Χριστός@ngmsp ἵνα@cs κομίζω@vsam3s ἕκαστος@ainmsn ὅς@rranp διά@pg ὁ@dgns σῶμα@ngnsc πράσσω@viaa3s εἴτε@cc ἀγαθός@b εἴτε@cc φαῦλος@b" 
"2Cr","5","17","3.03","ὥστε@cs εἰ@cs τὶς@rinms κτίσις@nnfsc καινός@annfsn ἐν@pd Χριστός@ndmsp ὁ@dnnp ἀρχαῖος@annnpn παρέρχομαι@viaa3s ἰδού@i καινός@annnpn γίνομαι@vixa3s ὁ@dnnp πᾶς@ainnpn" 
"2Cr","7","01","3.03","καθαρίζω@vsaa1p ἑαυτοῦ@rxamp ἀπό@pg μολυσμός@ngmsc σάρξ@ngfsc καί@cc αἷμα@ngnsc" 
"2Cr","10","18","3.03","οὐ@b ὁ@dnms ἑαυτοῦ@rxams συνίστημι@vppnnms δόκιμος@annmsn εἰμί@vipa3s" 
"2Cr","11","02","3.03","παρθένος@nafsc ἁγνός@anafsn [παρίστημι@vnaa] ὁ@ddms Χριστός@ndmsp" 
"2Cr","11","13","3.03","ψευδαπόστολος@nnmpc ἐργάτης@nnmpc δόλιος@annmpn μετασχηματίζω@vppmnmp" 
"2Cr","11","14","3.03","ὁ@dnms Σατανᾶς@nnmsp μετασχηματίζω@vipm3s εἰς@pa ἄγγελος@namsc φῶς@ngnsc" 
"2Cr","12","02","3.03","παράδεισος@namsc () ἄνθρωπος@namsc ἁρπάζω@vpapams ἕως@pg τρίτος@aogmsn οὐρανός@ngmsc ()" 
"2Cr","12","04","3.03","καί@cc ἀκούω@viaa3s ἄρρητος@ananpn ῥῆμα@nanpc ὅς@rranp οὐ@b ἔξειμι@vppanns ἄνθρωπος@ndmsc λαλέω@vnaa ()" 
"2Cr","12","07","3.03","() ἄγγελος@nnmsc σατανᾶς@ngmsp ἵνα@cs ἐγώ@rpa-s κολαφίζω@vspa3s ()" 
"2Cr","12","08","3.03","() τρίς@b ὁ@dams κύριος@namsc παρακαλέω@viaa1s ()" 
"2Cr","12","09","3.03","() δύναμις@nnfsc ἐν@pd ἀσθένεια@ndfsc τελέω@vipp3s" 
"2Cr","13","01","3.03","τρίτος@aoansn οὗτος@rdans ἔρχομαι@vipm1s πρός@pa σύ@rpa-p ἐπί@pg στόμα@ngnsc δύο@acgmpn ἤ@cc τρεῖς@acgmpn μάρτυς@ngmpc ἵστημι@vifp3s πᾶς@ainnsn ῥῆμα@nnnsc" 
"2Cr","13","02","3.03","οὐ@b φείδομαι@vifm1s ὁ@ddmp ἁμαρτάνω@vpxadmp" 
"2Cr","13","03","3.03","ἤ@cc δοκιμή@nafsc ζητέω@vipa2p ὁ@dgms ἐν@pd ἐγώ@rpd-s λαλέω@vppagms Χριστός@ngmsp" 
"2Cr","13","04","3.03","καί@b γάρ@cc εἰ@cs καί@b σταυρόω@viap3s ἐκ@pg ἀσθένεια@ngfsc ἀλλά@cc ζάω@vipa3s ἐκ@pg δύναμις@ngfsc θεός@ngmsc" 
"2Cr","13","10","3.03","πάρειμι@vppanms μή@x ἀποτόμως@b χράω@vsam1s κατά@pa ὁ@dafs ἐξουσία@nafsc ὅς@rrafs ὁ@dnms κύριος@nnmsc δίδωμι@viaa3s"  
"Rom","1","16","3.03","οὐ@b γάρ@cc ἐπαισχύνομαι@vipm1s ὁ@dans εὐαγγέλιον@nansc δύναμις@nnfsc γάρ@cc θεός@ngmsc εἰμί@vipa3s εἰς@pa σωτηρία@nafsc πᾶς@aidmsn ὁ@ddms πιστεύω@vppadms Ἰουδαῖος@andmsn καί@cc Ἕλλην@ndmsp" 
"Rom","1","17a","3.03","δικαιοσύνη@nnfsc γάρ@cc θεός@ngmsc ἐν@pd αὐτός@rpdns ἀποκαλύπτω@vipp3s ἐκ@pg πίστις@ngfsc εἰς@pa πίστις@nafsc" 
"Rom","1","18","3.03","ἀποκαλύπτω@vipp3s γάρ@cc ὀργή@nnfsc ἀπό@pg οὐρανός@ngmsc ἐπί@pa ὁ@dafs ἀσέβεια@nafsc καί@cc ἀδικία@nafsc ἄνθρωπος@ngmpc ὁ@dgmp ὁ@dafs ἀλήθεια@nafsc ἐν@pd ἀδικία@ndfsc κατέχω@vppagmp" 
"Rom","2","02","3.03","οἶδα@vixa1p δέ@cc ὅτι@cs ὁ@dnns κρίμα@nnnsc ὁ@dgms θεός@ngmsc κατά@pa ἀλήθεια@nafsc εἰμί@vipa3s" 
"Rom","2","12","3.03","ὅσος@rrnmp γάρ@cc ἀνόμως@b ἁμαρτάνω@viaa3p ἀνόμως@b καί@b ἀπόλλυμι@vifm3p καί@cc ὅσος@rrnmp ἐν@pd νόμος@ndmsc ἁμαρτάνω@viaa3p διά@pg νόμος@ngmsc κρίνω@vifp3p" 
"Rom","2","13","3.03","οὐ@b γάρ@cc ὁ@dnmp ἀκροατής@nnmpc ὁ@dgms νόμος@ngmsc δίκαιος@annmpn παρά@pd ὁ@ddms θεός@ndmsc ἀλλά@cc ὁ@dnmp ποιητής@nnmpc ὁ@dgms νόμος@ngmsc δικαιόω@vifp3p" 
"Rom","2","14","3.03","ὁ@dnnp μή@x νόμος@namsc ἔχω@vppannp φύσις@ndfsc ὁ@danp ὁ@dgms νόμος@ngmsc ποιέω@vipa3p" 
"Rom","2","16","3.03","κρίνω@vipa3s ὁ@dnms θεός@nnmsc ὁ@danp κρυπτός@ananpn ὁ@dgmp ἄνθρωπος@ngmpc κατά@pa ὁ@dans εὐαγγέλιον@nansc ἐγώ@rpg-s Χριστός@ngmsp" 
"Rom","2","20b","3.03","ἔχω@vppaams ὁ@dafs μόρφωσις@nafsc ὁ@dgfs γνῶσις@ngfsc καί@cc ὁ@dgfs ἀλήθεια@ngfsc ἐν@pd ὁ@ddms νόμος@ndmsc" 
"Rom","2","21","3.03","ὁ@dnms κηρύσσω@vppanms μή@x κλέπτω@vnpa κλέπτω@vipa2s" 
"Rom","2","22","3.03","()" 
"Rom","2","23","3.03","()" 
"Rom","2","24","3.03","διά@pa σύ@rpa-p ὁ@dnns ὄνομα@nnnsc ὁ@dgms θεός@ngmsc βλασφημέω@vipp3s" 
"Rom","2","25","3.03","περιτομή@nnfsc μέν@x γάρ@cc ὠφελέω@vipa3s ἐάν@cs νόμος@namsc πράσσω@vspa2s ἐάν@cs δέ@cc παραβάτης@nnmsc νόμος@ngmsc εἰμί@vspa2s ὁ@dnfs περιτομή@nnfsc σύ@rpg-s ἀκροβυστία@nnfsc γίνομαι@vixa3s" 
"Rom","2","26","3.03","ὁ@dnfs ἀκροβυστία@nnfsc ()" 
"Rom","2","27","3.03","()" 
"Rom","2","28","3.03","() ὁ@dnms ἐν@pd ὁ@ddns φανερός@andnsn Ἰουδαῖος@annmsn ()" 
"Rom","2","29","3.03","() ὁ@dnms ἐν@pd ὁ@ddns κρυπτός@andnsn Ἰουδαῖος@annmsn () περιτομή@nnfsc καρδία@ngfsc ἐν@pd πνεῦμα@ndnsc οὐ@b γράμμα@ndnsc" 
"Rom","3","12","3.03","ποιέω@vppanms χρηστότης@nafsc" 
"Rom","3","19","3.03","πᾶς@ainnsn στόμα@nnnsc φράσσω@vsap3s καί@cc ὑπόδικος@annmsn γίνομαι@vsam3s πᾶς@ainmsn ὁ@dnms κόσμος@nnmsc" 
"Rom","3","20","3.03","διά@pg νόμος@ngmsc ἐπίγνωσις@nnfsc ἁμαρτία@ngfsc" 
"Rom","3","21","3.03","τότε@b νόμος@nnmsc νυνί@b δικαιοσύνη@nnfsc θεός@ngmsc" 
"Rom","3","22","3.03","διά@pg πίστις@ngfsc ὁ@dgms Χριστός@ngmsp" 
"Rom","5","01","3.03","δικαιόω@vpapnmp οὖν@cc ἐκ@pg πίστις@ngfsc Χριστός@ngmsp οὐ@b ἐκ@pg νόμος@ngmsc εἰρήνη@nafsc ἔχω@vspa1p πρός@pa ὁ@dams θεός@namsc" 
"Rom","5","06","3.03","ἔτι@b γάρ@cc Χριστός@nnmsp εἰμί@vppagmp ἐγώ@rpg-p ἀσθενής@angmpn ἔτι@b κατά@pa καιρός@namsc ὑπέρ@pg ἀσεβής@angmpn ἀποθνῄσκω@viaa3s" 
"Rom","5","08","3.03","συνίστημι@vipa3s δέ@cc ὁ@dafs ἑαυτοῦ@rxgms ἀγάπη@nafsc ὁ@dnms θεός@nnmsc εἰς@pa ἐγώ@rpa-p ὅτι@cs (ἔτι@b) ἁμαρτωλός@angmpn εἰμί@vppagmp ἐγώ@rpg-p Χριστός@nnmsp ὑπέρ@pg ἐγώ@rpg-p ἀποθνῄσκω@viaa3s" 
"Rom","5","09","3.03","πολύς@andnsn μᾶλλον@b δικαιόω@vpapnmp ἐν@pd ὁ@ddns αἷμα@ndnsc αὐτός@rpgms σῴζω@vifp1p ἀπό@pg ὁ@dgfs ὀργή@ngfsc διά@pg αὐτός@rpgms" 
"Rom","5","20","3.03","νόμος@nnmsc δέ@cc παρεισέρχομαι@viaa3s ἵνα@cs πλεονάζω@vsaa3s ὁ@dnns παράπτωμα@nnnsc () ὑπερπερισσεύω@viaa3s ὁ@dnfs χάρις@nnfsc" 
"Rom","5","21","3.03","ἵνα@cs ὥσπερ@cs βασιλεύω@viaa3s ὁ@dnfs ἁμαρτία@nnfsc εἰς@pa ὁ@dams θάνατος@namsc οὕτω@b καί@b ὁ@dnfs χάρις@nnfsc βασιλεύω@vsaa3s ἐν@pd δικαιοσύνη@ndfsc εἰς@pa ζωή@nafsc διά@pg Ἰησοῦς@ngmsp Χριστός@ngmsp" 
"Rom","6","01","3.03","()" 
"Rom","6","02","3.03","μή@x γίνομαι@voam3s" 
"Rom","6","03","3.03","ἤ@cc ἀγνοέω@vipa2p ὅτι@cs ὅσος@rrnmp βαπτίζω@viap2p εἰς@pa Χριστός@namsp εἰς@pa ὁ@dams θάνατος@namsc αὐτός@rpgms βαπτίζω@viap2p" 
"Rom","6","04","3.03","()" 
"Rom","6","05","3.03","()" 
"Rom","6","09","3.03","ὁ@dnms δέ@cc Χριστός@nnmsp ἀνίστημι@vpaanms οὐκέτι@b ἀποθνῄσκω@vipa3s θάνατος@nnmsc αὐτός@rpgms οὐκέτι@b κυριεύω@vipa3s" 
"Rom","6","10","3.03","ὁ@dnms γάρ@cc ἀποθνῄσκω@viaa3s ὁ@ddfs ἁμαρτία@ndfsc ἀποθνῄσκω@viaa3s ἐφάπαξ@b ὅς@rrans δέ@cc ζάω@vipa3s ζάω@vipa3s ὁ@ddms θεός@ndmsc" 
"Rom","6","14a","3.03","ἁμαρτία@nnfsc ἐν@pd ἐγώ@rpd-p οὐκέτι@b κυριεύω@vifa3s" 
"Rom","6","19","3.03","ὥσπερ@cs γάρ@cc παρίστημι@viaa2p ὁ@danp μέλος@nanpc σύ@rpg-p δουλεύω@vnpa ὁ@ddfs ἀδικία@ndfsc καί@cc ὁ@ddfs ἀκαθαρσία@ndfsc εἰς@pa ἀνομία@nafsc οὕτω@b νῦν@b παρίστημι@vdaa2p ὁ@danp μέλος@nanpc ὁ@ddms θεός@ndmsc δουλεύω@vnpa ἐν@pd ὁ@ddfs δικαιοσύνη@ndfsc" 
"Rom","6","20","3.03","ὅτε@cs δέ@cc εἰμί@viia2p δοῦλος@nnmpc ὁ@dgfs ἁμαρτία@ngfsc ἐλεύθερος@annmpn εἰμί@viia2p ὁ@ddfs δικαιοσύνη@ndfsc" 
"Rom","7","04","3.03","θανατόω@viap2p ὁ@ddms νόμος@ndmsc διά@pg ὁ@dgns σῶμα@ngnsc ὁ@dgms Χριστός@ngmsp [εἰς@pa ὁ@dans γίνομαι@vnam σύ@rpa-p ἕτερος@aidmsn] ὁ@ddms ἐκ@pg νεκρός@angmpn ἐγείρω@vpapdms" 
"Rom","7","05","3.03","ὅτε@cs γάρ@cc εἰμί@viia1p ἐν@pd ὁ@ddfs σάρξ@ndfsc ὁ@dnnp πάθημα@nnnpc ὁ@dgfp ἁμαρτία@ngfpc ὁ@dnnp διά@pg ὁ@dgms νόμος@ngmsc ἐνεργέω@viim3s ἐν@pd ἐγώ@rpdmp" 
"Rom","7","07","3.03","τίς@rqans οὖν@cc λέγω@vifa1p ὅτι@cs νόμος@nnmsc ἁμαρτία@nnfsc μή@x γίνομαι@voam3s ἀλλά@cc ἐγώ@rpn-s ὁ@dafs ἁμαρτία@nafsc οὐ@b γινώσκω@vipa1s εἰ@cs μή@x διά@pg νόμος@ngmsc" 
"Rom","7","08","3.03","ἁμαρτία@nnfsc ἀφορμή@nafsc λαμβάνω@vpaanfs διά@pg ὁ@dgfs ἐντολή@ngfsc" 
"Rom","7","11","3.03","ἐξαπατάω@viaa3s" 
"Rom","7","12","3.03","ὥστε@cs ὁ@dnms μέν@x νόμος@nnmsc ἅγιος@annmsn καί@cc ὁ@dnfs ἐντολή@nnfsc ἅγιος@annfsn καί@cc δίκαιος@annfsn καί@cc ἀγαθός@annfsn" 
"Rom","7","13","3.03","ὁ@dnfs ἁμαρτία@nnfsc ἵνα@cs φαίνω@vsap3s ἁμαρτία@nnfsc διά@pg ὁ@dgns ἀγαθός@angnsn ἐγώ@rpd-s κατεργάζομαι@vppmnfs θάνατος@namsc" 
"Rom","7","14a","3.03","ὁ@dnms νόμος@nnmsc πνευματικός@annmsn" 
"Rom","7","18","3.03","()" 
"Rom","7","23","3.03","(ἕτερος@aiamsn) νόμος@namsc ἐν@pd ὁ@ddnp μέλος@ndnpc ἐγώ@rpg-s ἀντιστρατεύω@vppmams ὁ@ddms νόμος@ndmsc ὁ@dgms νοῦς@ngmsc ἐγώ@rpg-s" 
"Rom","7","24","3.03","ταλαίπωρος@annmsn ἐγώ@rpn-s ἄνθρωπος@nnmsc τίς@rqnms ἐγώ@rpa-s ῥύομαι@vifm3s ἐκ@pg ὁ@dgns σῶμα@ngnsc ὁ@dgms θάνατος@ngmsc οὗτος@rdgms" 
"Rom","7","25b","3.03","ἄρα@x γάρ@cc αὐτός@rtnms ἐγώ@rpn-s ὁ@ddms μέν@x νοῦς@ndmsc δουλεύω@vipa1s ὁ@ddms νόμος@ndmsc ὁ@dgms θεός@ngmsc ὁ@ddfs δέ@cc σάρξ@ndfsc νόμος@ndmsc ἁμαρτία@ngfsc" 
"Rom","8","01","3.03","οὐδείς@rinns ἄρα@x νῦν@b κατάκριμα@nnnsc ὁ@ddmp ἐν@pd Χριστός@ndmsp Ἰησοῦς@ndmsp" 
"Rom","8","02","3.03","ὁ@dnms γάρ@cc νόμος@nnmsc ὁ@dgns πνεῦμα@ngnsc ὁ@dgfs ζωή@ngfsc ἐν@pd Χριστός@ndmsp Ἰησοῦς@ndmsp ἐλευθερόω@viaa3s σύ@rpa-p ἀπό@pg ὁ@dgms νόμος@ngmsc ὁ@dgfs ἁμαρτία@ngfsc καί@cc ὁ@dgms θάνατος@ngmsc" 
"Rom","8","03","3.03","(ὁ@dams ἑαυτοῦ@rxgms υἱός@namsc) πέμπω@vpaanms ἐν@pd ὁμοίωμα@ndnsc σάρξ@ngfsc ἁμαρτία@ngfsc" 
"Rom","8","04","3.03","ἵνα@cs ὁ@dnns δικαίωμα@nnnsc ὁ@dgms νόμος@ngmsc πληρόω@vsap3s ἐν@pd ἐγώ@rpd-p (ὁ@ddmp) μή@x κατά@pa σάρξ@nafsc περιπατέω@vppadmp ἀλλά@cc κατά@pa πνεῦμα@nansc" 
"Rom","8","05","3.03","ὁ@dnmp γάρ@cc κατά@pa σάρξ@nafsc περιπατέω@vppanmp ὁ@danp ὁ@dgfs σάρξ@ngfsc φρονέω@vipa3p ὁ@dnmp δέ@cc κατά@pa πνεῦμα@nansc ὁ@danp ὁ@dgns πνεῦμα@ngnsc" 
"Rom","8","06","3.03","ὁ@dnns γάρ@cc φρόνημα@nnnsc ὁ@dgfs σάρξ@ngfsc (θάνατος@nnmsc) ὁ@dnns δέ@cc φρόνημα@nnnsc ὁ@dgns πνεῦμα@ngnsc ζωή@nnfsc καί@cc εἰρήνη@nnfsc" 
"Rom","8","09","3.03","νῦν@b δέ@cc οὐ@b εἰμί@vipa2p ἐν@pd σάρξ@ndfsc ἀλλά@cc ἐν@pd πνεῦμα@ndnsc" 
"Rom","8","10","3.03","ὁ@dnns μέν@x σῶμα@nnnsc νεκρός@annnsn διά@pa ἁμαρτία@nafsc ὁ@dnns δέ@cc πνεῦμα@nnnsc ζωή@nnfsc διά@pa δικαιοσύνη@nafsc" 
"Rom","8","11","3.03","ὁ@dnms ἐγείρω@vpaanms Χριστός@namsp ἐκ@pg νεκρός@angmpn ζῳοποιέω@vifa3s καί@b ὁ@danp θνητός@ananpn σῶμα@nanpc σύ@rpg-p" 
"Rom","8","36","3.03","(ἕνεκα@pg σύ@rpg-s θανατόω@vipp1p ὅλος@anafsn ὁ@dafs ἡμέρα@nafsc)" 
"Rom","10","01","3.03","Ἰσραήλ@ngmsp" 
"Rom","10","02","3.03","μαρτυρέω@vipa1s αὐτός@rpdmp ὅτι@cs ζῆλος@namsc θεός@ngmsc ἔχω@vipa3p ἀλλά@cc οὐ@b κατά@pa ἐπίγνωσις@nafsc" 
"Rom","10","03","3.03","θεός@namsc γάρ@cc ἀγνοέω@vppanmp καί@cc ὁ@dafs ἴδιος@anafsn δικαιοσύνη@nafsc ἵστημι@vnaa ζητέω@vppanmp οὐ@b ὑποτάσσω@viap3p ὁ@ddfs δικαιοσύνη@ndfsc ὁ@dgms θεός@ngmsc" 
"Rom","10","04","3.03","τέλος@nnnsc γάρ@cc νόμος@ngmsc Χριστός@nnmsp εἰς@pa δικαιοσύνη@nafsc πᾶς@aidmsn ὁ@ddms πιστεύω@vppadms" 
"Rom","11","33","3.03","ὦ@i βάθος@nnnsc πλοῦτος@ngmsc καί@cc σοφία@ngfsc θεός@ngmsc καί@cc ἀνεξιχνίαστος@annfpn ὁ@dnfp ὁδός@nnfpc αὐτός@rpgms" 
"Rom","11","34","3.03","τίς@rqnms γάρ@cc γινώσκω@viaa3s νοῦς@namsc κύριος@ngmsc ἤ@cc τίς@rqnms σύμβουλος@nnmsc αὐτός@rpgms γίνομαι@viam3s" 
"Rom","11","35","3.03","τίς@rqnms προδίδωμι@viaa3s αὐτός@rpdms καί@cc ἀνταποδίδωμι@vifp3s αὐτός@rpdms" 
"Rom","12","09","3.03","ἀποστυγέω@vppanmp ὁ@dans πονηρός@anansn καί@cc κολλάω@vpppnmp ὁ@ddns ἀγαθός@andnsn" 
"Rom","12","10a","3.03","ὁ@ddfs φιλαδελφία@ndfsc εἰς@pa ἀλλήλων@reamp φιλόστοργος@annmpn" 
"Rom","12","12","3.03","ὁ@ddfs ἐλπίς@ndfsc χαίρω@vppanmp ὁ@ddfs θλῖψις@ndfsc ὑπομένω@vppanmp" 
"Rom","12","14","3.03","εὐλογέω@vdpa2p καί@cc μή@x καταράομαι@vdpm2p" 
"Rom","12","16","3.03","μή@x ὁ@danp ὑψηλός@ananpn φρονέω@vppanmp ἀλλά@cc ὁ@ddmp ταπεινός@andmpn συναπάγω@vpppnmp μή@x γίνομαι@vdpm2p παρά@pd ἑαυτοῦ@rxdmp φρόνιμος@annmpn" 
"Rom","12","17","3.03","κακός@anansn ἀντί@pg κακός@angnsn μηδείς@ridms ἀποδίδωμι@vppanmp" 
"Rom","12","19","3.03","μή@x ἑαυτοῦ@rxamp ἐκδικέω@vppanmp ἐγώ@rpd-s γάρ@cc ἐκδίκησις@nnfsc καί@b ἐγώ@rpnms ἀνταποδίδωμι@vifa1s λέγω@vipa3s κύριος@nnmsc" 
"Rom","12","18","3.03","εἰρηνεύω@vppanmp μετά@pg πᾶς@aigmpn (ἄνθρωπος@ngmpc)" 
"Rom","13","08b","3.03","ὁ@dnms γάρ@cc ἀγαπάω@vppanms ὁ@dams πλησίον@b νόμος@namsc πληρόω@vixa3s" 
"Rom","13","09","3.03","ὁ@dnns γάρ@cc οὐ@b φονεύω@vifa2s οὐ@b μοιχεύω@vifa2s οὐ@b κλέπτω@vifa2s καί@cc εἰ@cs τὶς@ainfsn ἕτερος@ainfsn ἐντολή@nnfsc ἐν@pd οὗτος@rddms ὁ@ddms λόγος@ndmsc ἀνακεφαλαιόω@vipp3s ἐν@pd ὁ@ddms ἀγαπάω@vifa2s ὁ@dams πλησίον@b σύ@rpg-s ὡς@cs σεαυτοῦ@rxams" 
"Rom","13","10","3.03","ὁ@dnfs ἀγάπη@nnfsc ὁ@ddms πλησίον@b κακός@anansn οὐ@b ἐργάζομαι@vipm3s πλήρωμα@nnnsc οὖν@cc νόμος@ngmsc ὁ@dnfs ἀγάπη@nnfsc" 
"Rom","14","10","3.03","ὁ@ddns βῆμα@ndnsc ὁ@dgms Χριστός@ngmsp" 
"Rom","14","21","3.03","καλός@annnsn ὁ@dnns μή@x ἐσθίω@vnaa κρέας@nanpc μηδέ@x πίνω@vnaa οἶνος@namsc μηδέ@x ἐν@pd ὅς@rrdns ὁ@dnms ἀδελφός@nnmsc σύ@rpg-s προσκόπτω@vipa3s" 
"Rom","14","23","3.03","πᾶς@ainnsn δέ@cc ὅς@rrnns οὐ@b ἐκ@pg πίστις@ngfsc ἁμαρτία@nnfsc εἰμί@vipa3s ὁ@dnfs χάρις@nnfsc μετά@pg πᾶς@aigmpn ἅγιος@angmpn" 
"1Th","2","14","3.03","ὅτι@cs καί@b σύ@rpn-p πάσχω@viaa2p ὑπό@pg ὁ@dgmp ἴδιος@angmpn συμφυλέτης@ngmpc καθά@cs καί@b αὐτός@rtnmp ὑπό@pg ὁ@dgmp Ἰουδαῖος@angmpn" 
"1Th","2","15a","3.03","ὁ@dgmp καί@cc ὁ@dams κύριος@namsc ἀποκτείνω@vpaagmp (Ἰησοῦς@namsp) καί@cc ὁ@damp ἴδιος@anampn προφήτης@nampc" 
"1Th","4","03","3.03","οὗτος@rdnns () θέλημα@nnnsc ὁ@dgms θεός@ngmsc ὁ@dnms ἁγιασμός@nnmsc σύ@rpg-p ἀπέχω@vnpm σύ@rpa-p ἀπό@pg ὁ@dgfs πορνεία@ngfsc" 
"1Th","4","04","3.03","οἶδα@vnxa εἷς@acamsn ἕκαστος@aiamsn ὁ@dans ἑαυτοῦ@rxgms σκεῦος@nansc κτάομαι@vnpm ἐν@pd τιμή@ndfsc" 
"1Th","4","05","3.03","μή@x ἐν@pd ἐπιθυμία@ngfsc καθάπερ@cs καί@b ὁ@dnnp ἔθνος@nnnpc" 
"1Th","4","15","3.03","ὁ@dnmp περιλείπομαι@vpppnmp εἰς@pa ὁ@dafs παρουσία@nafsc (ὁ@dgms κύριος@ngmsc) []" 
"1Th","4","16b","3.03","() ὁ@dnmp νεκρός@annmpn ἐν@pd Χριστός@ndmsp ἀνίστημι@vifm3p πρῶτος@aonmpn" 
"1Th","4","17","3.03","() ὁ@dnmp περιλείπομαι@vpppnmp εἰς@pa ὁ@dafs παρουσία@nafsc αὐτός@rpgms ἅμα@b σύν@pd αὐτός@rpdmp ἁρπάζω@vifp1p ἐν@pd νεφέλη@ndfpc εἰς@pa ἀπάντησις@nafsc ὁ@dgms κύριος@ngmsc εἰς@pa ἀήρ@namsc ()" 
"1Th","5","19","3.03","ὁ@dans πνεῦμα@nansc μή@x σβέννυμι@vdpa2p" 
"1Th","5","20","3.03","προφητεία@nafpc μή@x ἐξουθενέω@vdpa2p" 
"1Th","5","23","3.03","ὁ@dnns πνεῦμα@nnnsc σύ@rpg-p καί@cc ὁ@dnfs ψυχή@nnfsc καί@cc ὁ@dnns σῶμα@nnnsc ἀμέμπτως@b ἐν@pd ὁ@ddfs παρουσία@ndfsc ὁ@dgms κύριος@ngmsc καί@cc σωτήρ@ngmsc ἐγώ@rpg-p Χριστός@ngmsp τηρέω@voap3s" 
"1Th","5","26","3.03","ἀσπάζομαι@vdam2p πᾶς@aiampn ὁ@damp ἀδελφός@nampc ἐν@pd φίλημα@ndnsc ἅγιος@andnsn" 
"2Th","1","06","3.03","εἴπερ@cs δίκαιος@annnsn παρά@pd κύριος@ndmsc ἀποδίδωμι@vnaa ὁ@ddmp θλίβω@vppadmp σύ@rpa-p θλῖψις@nafsc" 
"2Th","1","07","3.03","καί@cc σύ@rpd-p ὁ@ddmp θλίβω@vpppdmp ἄνεσις@nafsc (μετά@pg ἐγώ@rpg-p) ἐν@pd ὁ@ddfs ἀποκάλυψις@ndfsc ὁ@dgms κύριος@ngmsc Ἰησοῦς@ngmsp ἀπό@pg οὐρανός@ngmsc μετά@pg ἄγγελος@ngmpc δύναμις@ngfsc αὐτός@rpgms" 
"2Th","1","08","3.03","ἔρχομαι@vppmgms εἰς@pa ἐκδίκησις@nafsc ὁ@ddmp μή@x οἶδα@vpxadmp θεός@namsc καί@cc ὁ@ddmp μή@x ὑπακούω@vppadmp ὁ@ddns εὐαγγέλιον@ndnsc" 
"2Th","1","09","3.03","ὅστις@rrnmp δίκη@nafsc τίνω@vifa3p ὄλεθρος@namsc αἰώνιος@anamsn ἀπό@pg πρόσωπον@ngnsc ὁ@dgms κύριος@ngmsc καί@cc ἀπό@pg ὁ@dgfs δόξα@ngfsc ὁ@dgfs ἰσχύς@ngfsc αὐτός@rpgms" 
"2Th","2","03","3.03","ἐάν@cs μή@x () ἀποκαλύπτω@vsap3s ὁ@dnms ἄνθρωπος@nnmsc ὁ@dgfs ἀνομία@ngfsc ὁ@dnms υἱός@nnmsc ὁ@dgfs ἀπώλεια@ngfsc" 
"2Th","2","04","3.03","ὁ@dnms ὑπεραίρω@vppmnms ἐπί@pa πᾶς@aiamsn λέγω@vpppams θεός@namsc καί@cc πᾶς@aiansn σέβασμα@nansc ὥστε@cs αὐτός@rpams εἰς@pa ὁ@dams ναός@namsc ὁ@dgms θεός@ngmsc καθίζω@vnaa ()" 
"2Th","2","09","3.03","(ὅς@rrgms εἰμί@vipa3s ὁ@dnfs παρουσία@nnfsc κατά@pa ἐνέργεια@nafsc) ὁ@dgms σατανᾶς@ngmsp () ἐν@pd πᾶς@aidfsn δύναμις@ndfsc καί@cc σημεῖον@ndnpc καί@cc τέρας@ndnpc ψεῦδος@ngnsc" 
"2Th","2","10","3.03","ἀντί@pg ὅς@rrgnp ὁ@dafs ἀγάπη@nafsc ὁ@dgfs ἀλήθεια@ngfsc οὐ@b δέχομαι@viam3p εἰς@pa ὁ@dans σῴζω@vnpp αὐτός@rpamp" 
"2Th","2","11","3.03","καί@cc διά@pa οὗτος@rdans εἰμί@vifm3s αὐτός@rpdmp εἰς@pa ἐνέργεια@nafsc πλάνη@ngfsc" 
"2Th","2","12","3.03","ἵνα@cs κρίνω@vsap3p ἅπας@ainmpn ὁ@dnmp μή@x πιστεύω@vpaanmp ὁ@ddfs ἀλήθεια@ndfsc ἀλλά@cc εὐδοκέω@vpaanmp ὁ@ddfs ἀδικία@ndfsc" 
"2Th","3","10","3.03","(οὗτος@rdans) παραγγέλλω@viia1p (σύ@rpd-p ὅτι@cs εἰ@cs τὶς@rinms οὐ@b θέλω@vipa3s) ἐργάζομαι@vnpm (μηδέ@x) ἐσθίω@vdpa3s" 
